Time,X,Y,Z
2024-11-03T21:26:10.341Z,68,256,-948
2024-11-03T21:26:10.356Z,88,240,-892
2024-11-03T21:26:10.387Z,80,304,-896
2024-11-03T21:26:10.401Z,92,228,-908
2024-11-03T21:26:10.417Z,168,192,-924
2024-11-03T21:26:10.446Z,156,176,-1024
2024-11-03T21:26:10.462Z,164,148,-972
2024-11-03T21:26:10.476Z,196,136,-940
2024-11-03T21:26:10.507Z,240,152,-964
2024-11-03T21:26:10.522Z,228,164,-984
2024-11-03T21:26:10.537Z,284,160,-1024
2024-11-03T21:26:10.609Z,288,160,-1016
2024-11-03T21:26:10.631Z,236,180,-1048
2024-11-03T21:26:10.635Z,204,180,-1040
2024-11-03T21:26:10.639Z,208,176,-1084
2024-11-03T21:26:10.641Z,212,176,-1080
2024-11-03T21:26:10.671Z,200,176,-1060
2024-11-03T21:26:10.687Z,208,172,-1044
2024-11-03T21:26:10.701Z,180,176,-1036
2024-11-03T21:26:10.732Z,188,168,-1028
2024-11-03T21:26:10.746Z,172,164,-1020
2024-11-03T21:26:10.762Z,164,152,-1008
2024-11-03T21:26:10.792Z,176,160,-1024
2024-11-03T21:26:10.806Z,180,168,-1028
2024-11-03T21:26:10.821Z,208,168,-1044
2024-11-03T21:26:10.853Z,188,176,-1044
2024-11-03T21:26:10.869Z,196,172,-1012
2024-11-03T21:26:10.882Z,188,176,-1028
2024-11-03T21:26:10.911Z,168,172,-1024
2024-11-03T21:26:10.926Z,160,176,-1000
2024-11-03T21:26:10.957Z,176,168,-976
2024-11-03T21:26:10.974Z,188,164,-976
2024-11-03T21:26:10.989Z,180,164,-992
2024-11-03T21:26:11.031Z,188,168,-1012
2024-11-03T21:26:11.032Z,208,172,-1016
2024-11-03T21:26:11.047Z,188,168,-1016
2024-11-03T21:26:11.076Z,124,176,-1036
2024-11-03T21:26:11.092Z,140,180,-996
2024-11-03T21:26:11.106Z,244,192,-980
2024-11-03T21:26:11.136Z,248,-316,-1072
2024-11-03T21:26:11.151Z,896,48,-1020
2024-11-03T21:26:11.167Z,1488,-16,-1088
2024-11-03T21:26:11.196Z,1680,-76,-860
2024-11-03T21:26:11.212Z,1208,-68,-784
2024-11-03T21:26:11.242Z,444,-44,-928
2024-11-03T21:26:11.256Z,16,-44,-1284
2024-11-03T21:26:11.272Z,-64,-20,-1352
2024-11-03T21:26:11.301Z,264,8,-1612
2024-11-03T21:26:11.317Z,52,-36,-1116
2024-11-03T21:26:11.331Z,-204,28,-756
2024-11-03T21:26:11.361Z,-888,-216,-648
2024-11-03T21:26:11.376Z,-512,-876,-204
2024-11-03T21:26:11.391Z,-1072,40,8
2024-11-03T21:26:11.422Z,-1052,176,-472
2024-11-03T21:26:11.437Z,-1012,244,-304
2024-11-03T21:26:11.451Z,-804,200,-376
2024-11-03T21:26:11.482Z,-636,172,-820
2024-11-03T21:26:11.497Z,-584,136,-1076
2024-11-03T21:26:11.512Z,-504,136,-880
2024-11-03T21:26:11.542Z,-444,164,-804
2024-11-03T21:26:11.557Z,-548,200,-808
2024-11-03T21:26:11.592Z,-632,236,-708
2024-11-03T21:26:11.601Z,-604,236,-832
2024-11-03T21:26:11.621Z,-488,204,-1080
2024-11-03T21:26:11.646Z,-432,200,-952
2024-11-03T21:26:11.662Z,-356,208,-892
2024-11-03T21:26:11.676Z,-412,216,-932
2024-11-03T21:26:11.707Z,-548,224,-876
2024-11-03T21:26:11.721Z,-528,240,-856
2024-11-03T21:26:11.737Z,-492,208,-908
2024-11-03T21:26:11.767Z,-408,188,-1128
2024-11-03T21:26:11.782Z,-408,164,-988
2024-11-03T21:26:11.801Z,-332,200,-872
2024-11-03T21:26:11.826Z,-368,232,-872
2024-11-03T21:26:11.841Z,-464,236,-848
2024-11-03T21:26:11.878Z,-468,240,-876
2024-11-03T21:26:11.886Z,-468,212,-888
2024-11-03T21:26:11.901Z,-436,176,-1036
2024-11-03T21:26:11.931Z,-396,176,-1016
2024-11-03T21:26:11.946Z,-364,184,-908
2024-11-03T21:26:11.962Z,-368,188,-892
2024-11-03T21:26:11.992Z,-484,208,-888
2024-11-03T21:26:12.008Z,-516,172,-916
2024-11-03T21:26:12.024Z,-472,204,-920
2024-11-03T21:26:12.051Z,-452,184,-952
2024-11-03T21:26:12.066Z,-416,180,-908
2024-11-03T21:26:12.082Z,-396,196,-916
2024-11-03T21:26:12.111Z,-428,192,-916
2024-11-03T21:26:12.126Z,-452,200,-896
2024-11-03T21:26:12.141Z,-436,196,-916
2024-11-03T21:26:12.171Z,-416,188,-912
2024-11-03T21:26:12.186Z,-396,172,-932
2024-11-03T21:26:12.216Z,-372,160,-964
2024-11-03T21:26:12.231Z,-416,140,-944
2024-11-03T21:26:12.246Z,-424,136,-936
2024-11-03T21:26:12.276Z,-468,116,-964
