Time,X,Y,Z
2024-11-03T21:28:45.933Z,-44,200,-980
2024-11-03T21:28:45.951Z,-36,212,-1000
2024-11-03T21:28:45.967Z,-20,224,-1012
2024-11-03T21:28:45.994Z,-8,228,-1032
2024-11-03T21:28:46.009Z,-16,240,-1028
2024-11-03T21:28:46.024Z,-20,240,-1056
2024-11-03T21:28:46.054Z,-20,220,-1048
2024-11-03T21:28:46.068Z,-28,232,-1064
2024-11-03T21:28:46.084Z,-16,240,-1076
2024-11-03T21:28:46.114Z,-28,240,-1048
2024-11-03T21:28:46.129Z,-40,248,-1012
2024-11-03T21:28:46.144Z,-40,248,-1040
2024-11-03T21:28:46.220Z,-56,236,-1032
2024-11-03T21:28:46.245Z,-52,248,-1036
2024-11-03T21:28:46.246Z,-56,228,-968
2024-11-03T21:28:46.248Z,-48,264,-972
2024-11-03T21:28:46.250Z,-40,252,-996
2024-11-03T21:28:46.279Z,-60,240,-980
2024-11-03T21:28:46.294Z,-64,236,-1000
2024-11-03T21:28:46.309Z,-68,236,-984
2024-11-03T21:28:46.339Z,-20,200,-788
2024-11-03T21:28:46.353Z,24,304,-524
2024-11-03T21:28:46.369Z,-8,164,-284
2024-11-03T21:28:46.413Z,-72,-64,-192
2024-11-03T21:28:46.414Z,-272,-348,-40
2024-11-03T21:28:46.433Z,-248,-512,384
2024-11-03T21:28:46.459Z,-196,-560,348
2024-11-03T21:28:46.474Z,224,-548,-860
2024-11-03T21:28:46.504Z,572,-192,-2040
2024-11-03T21:28:46.519Z,560,8,-2040
2024-11-03T21:28:46.534Z,376,0,-2040
2024-11-03T21:28:46.564Z,192,28,-2004
2024-11-03T21:28:46.579Z,104,48,-1732
2024-11-03T21:28:46.594Z,0,24,-1248
2024-11-03T21:28:46.624Z,-40,-12,-1016
2024-11-03T21:28:46.639Z,-60,-48,-840
2024-11-03T21:28:46.653Z,-32,-88,-924
2024-11-03T21:28:46.685Z,12,0,-1028
2024-11-03T21:28:46.702Z,36,4,-1048
2024-11-03T21:28:46.722Z,52,-60,-1132
2024-11-03T21:28:46.752Z,32,-172,-1144
2024-11-03T21:28:46.759Z,36,-168,-1220
2024-11-03T21:28:46.774Z,36,-184,-1140
2024-11-03T21:28:46.804Z,16,-172,-1092
2024-11-03T21:28:46.818Z,8,-188,-1068
2024-11-03T21:28:46.851Z,-4,-180,-1020
2024-11-03T21:28:46.866Z,4,-168,-1032
2024-11-03T21:28:46.879Z,0,-204,-1008
2024-11-03T21:28:46.909Z,-28,-248,-1020
2024-11-03T21:28:46.927Z,-8,-244,-960
2024-11-03T21:28:46.938Z,16,-192,-1032
2024-11-03T21:28:46.968Z,52,-160,-1048
2024-11-03T21:28:46.983Z,48,-160,-1068
2024-11-03T21:28:46.999Z,64,-144,-1064
