Time,X,Y,Z
2024-11-12T18:47:41.983Z,40,428,-932
2024-11-12T18:47:41.997Z,40,436,-924
2024-11-12T18:47:42.013Z,32,448,-928
2024-11-12T18:47:42.043Z,20,448,-932
2024-11-12T18:47:42.060Z,0,464,-936
2024-11-12T18:47:42.088Z,-4,452,-948
2024-11-12T18:47:42.104Z,-4,448,-952
2024-11-12T18:47:42.118Z,-4,452,-920
2024-11-12T18:47:42.148Z,0,452,-932
2024-11-12T18:47:42.223Z,-8,460,-920
2024-11-12T18:47:42.223Z,-16,456,-904
2024-11-12T18:47:42.223Z,-8,456,-880
2024-11-12T18:47:42.223Z,-4,452,-904
2024-11-12T18:47:42.238Z,4,448,-896
2024-11-12T18:47:42.268Z,-36,444,-908
2024-11-12T18:47:42.283Z,0,452,-872
2024-11-12T18:47:42.297Z,16,456,-872
2024-11-12T18:47:42.328Z,0,452,-808
2024-11-12T18:47:42.343Z,-48,488,-568
2024-11-12T18:47:42.373Z,-140,552,-228
2024-11-12T18:47:42.388Z,-236,244,116
2024-11-12T18:47:42.403Z,-64,188,4
2024-11-12T18:47:42.433Z,88,-64,-272
2024-11-12T18:47:42.448Z,-76,-284,-492
2024-11-12T18:47:42.463Z,-468,-420,-1060
2024-11-12T18:47:42.493Z,-244,-448,-1560
2024-11-12T18:47:42.508Z,-272,-428,-1772
2024-11-12T18:47:42.523Z,-328,-472,-1884
2024-11-12T18:47:42.553Z,-488,-476,-1984
2024-11-12T18:47:42.573Z,-492,-448,-1996
2024-11-12T18:47:42.583Z,-364,-364,-1540
2024-11-12T18:47:42.613Z,-296,-340,-1208
2024-11-12T18:47:42.627Z,-188,-288,-1000
2024-11-12T18:47:42.643Z,-264,-260,-672
2024-11-12T18:47:42.673Z,-240,-244,-564
2024-11-12T18:47:42.688Z,-200,-236,-744
2024-11-12T18:47:42.718Z,-324,-220,-636
2024-11-12T18:47:42.733Z,-320,-220,-888
2024-11-12T18:47:42.747Z,-360,-236,-980
2024-11-12T18:47:42.780Z,-512,-252,-992
2024-11-12T18:47:42.793Z,-372,-236,-1216
2024-11-12T18:47:42.807Z,-424,-260,-1144
2024-11-12T18:47:42.838Z,-344,-264,-1076
2024-11-12T18:47:42.854Z,-260,-264,-1020
2024-11-12T18:47:42.870Z,-304,-260,-812
2024-11-12T18:47:42.898Z,-264,-240,-888
2024-11-12T18:47:42.913Z,-288,-244,-888
2024-11-12T18:47:42.927Z,-272,-244,-844
2024-11-12T18:47:42.958Z,-300,-236,-892
2024-11-12T18:47:42.973Z,-308,-244,-952
2024-11-12T18:47:43.003Z,-332,-240,-972
2024-11-12T18:47:43.018Z,-356,-236,-996
2024-11-12T18:47:43.033Z,-332,-236,-988
2024-11-12T18:47:43.063Z,-344,-232,-952
2024-11-12T18:47:43.086Z,-328,-228,-968
2024-11-12T18:47:43.092Z,-336,-224,-944
2024-11-12T18:47:43.122Z,-316,-228,-948
2024-11-12T18:47:43.137Z,-308,-228,-956
2024-11-12T18:47:43.153Z,-292,-228,-940
