Time,X,Y,Z
2024-11-03T21:30:01.296Z,92,224,-968
2024-11-03T21:30:01.307Z,96,212,-1000
2024-11-03T21:30:01.337Z,96,216,-968
2024-11-03T21:30:01.352Z,100,200,-976
2024-11-03T21:30:01.367Z,120,200,-988
2024-11-03T21:30:01.397Z,108,196,-1008
2024-11-03T21:30:01.412Z,128,208,-988
2024-11-03T21:30:01.427Z,156,224,-920
2024-11-03T21:30:01.457Z,172,224,-872
2024-11-03T21:30:01.472Z,228,216,-852
2024-11-03T21:30:01.490Z,404,160,-792
2024-11-03T21:30:01.517Z,676,128,-792
2024-11-03T21:30:01.532Z,940,152,-828
2024-11-03T21:30:01.591Z,1032,160,-1164
2024-11-03T21:30:01.615Z,628,28,-1476
2024-11-03T21:30:01.615Z,724,24,-1644
2024-11-03T21:30:01.622Z,808,-76,-1896
2024-11-03T21:30:01.640Z,552,-136,-1940
2024-11-03T21:30:01.656Z,-120,-148,-2000
2024-11-03T21:30:01.682Z,-872,-160,-2036
2024-11-03T21:30:01.697Z,-1296,-160,-1968
2024-11-03T21:30:01.717Z,-1472,-124,-1760
2024-11-03T21:30:01.742Z,-1524,-120,-1468
2024-11-03T21:30:01.764Z,-1428,-72,-1152
2024-11-03T21:30:01.772Z,-1336,-104,-1004
2024-11-03T21:30:01.802Z,-1360,-156,-640
2024-11-03T21:30:01.818Z,-1372,-192,-560
2024-11-03T21:30:01.832Z,-1096,-248,-312
2024-11-03T21:30:01.862Z,-660,-232,-40
2024-11-03T21:30:01.877Z,-328,-208,148
2024-11-03T21:30:01.892Z,-124,-216,152
2024-11-03T21:30:01.922Z,100,-204,88
2024-11-03T21:30:01.938Z,348,-188,80
2024-11-03T21:30:01.967Z,616,-144,180
2024-11-03T21:30:01.982Z,792,-152,164
2024-11-03T21:30:01.997Z,1048,-264,-304
2024-11-03T21:30:02.027Z,1240,-296,-580
2024-11-03T21:30:02.042Z,1468,-292,-672
2024-11-03T21:30:02.057Z,1604,-248,-808
2024-11-03T21:30:02.087Z,1460,-156,-1164
2024-11-03T21:30:02.103Z,1244,-80,-1432
2024-11-03T21:30:02.118Z,1060,-12,-1616
2024-11-03T21:30:02.147Z,860,40,-1692
2024-11-03T21:30:02.162Z,644,44,-1680
2024-11-03T21:30:02.177Z,368,72,-1748
2024-11-03T21:30:02.207Z,56,84,-1652
2024-11-03T21:30:02.223Z,-244,128,-1608
2024-11-03T21:30:02.252Z,-456,172,-1612
2024-11-03T21:30:02.284Z,-528,188,-1512
2024-11-03T21:30:02.285Z,-500,196,-1392
2024-11-03T21:30:02.312Z,-428,208,-1288
2024-11-03T21:30:02.327Z,-380,216,-1216
2024-11-03T21:30:02.342Z,-316,184,-1100
2024-11-03T21:30:02.373Z,-180,148,-1060
2024-11-03T21:30:02.387Z,-56,156,-992
2024-11-03T21:30:02.403Z,92,116,-968
2024-11-03T21:30:02.432Z,164,80,-916
2024-11-03T21:30:02.447Z,228,80,-964
2024-11-03T21:30:02.462Z,232,68,-972
2024-11-03T21:30:02.495Z,240,76,-984
2024-11-03T21:30:02.511Z,228,76,-1024
2024-11-03T21:30:02.537Z,204,96,-1024
2024-11-03T21:30:02.552Z,212,84,-1016
2024-11-03T21:30:02.568Z,216,104,-1004
2024-11-03T21:30:02.597Z,216,108,-996
2024-11-03T21:30:02.613Z,212,116,-996
2024-11-03T21:30:02.630Z,232,104,-996
2024-11-03T21:30:02.657Z,224,84,-988
2024-11-03T21:30:02.673Z,224,68,-1008
2024-11-03T21:30:02.687Z,240,48,-1000
2024-11-03T21:30:02.717Z,244,20,-1008
2024-11-03T21:30:02.732Z,224,0,-1024
2024-11-03T21:30:02.747Z,188,-20,-1032
2024-11-03T21:30:02.777Z,148,-44,-1056
2024-11-03T21:30:02.799Z,112,-60,-1060
2024-11-03T21:30:02.807Z,112,-68,-1004
