Time,X,Y,Z
2024-11-12T18:45:20.745Z,44,204,-984
2024-11-12T18:45:20.760Z,36,216,-1032
2024-11-12T18:45:20.790Z,28,212,-1028
2024-11-12T18:45:20.805Z,16,208,-1020
2024-11-12T18:45:20.820Z,24,196,-1028
2024-11-12T18:45:20.850Z,-44,208,-1028
2024-11-12T18:45:20.878Z,-40,188,-1076
2024-11-12T18:45:20.880Z,-40,176,-1168
2024-11-12T18:45:20.910Z,-56,40,-1380
2024-11-12T18:45:20.925Z,-116,-72,-1960
2024-11-12T18:45:20.940Z,-24,-320,-2040
2024-11-12T18:45:21.015Z,592,-284,-2040
2024-11-12T18:45:21.017Z,496,-60,-2040
2024-11-12T18:45:21.019Z,172,92,-1276
2024-11-12T18:45:21.030Z,-192,204,-744
2024-11-12T18:45:21.045Z,-248,184,-312
2024-11-12T18:45:21.061Z,-248,296,-116
2024-11-12T18:45:21.091Z,-244,332,88
2024-11-12T18:45:21.105Z,-64,464,260
2024-11-12T18:45:21.136Z,24,620,296
2024-11-12T18:45:21.151Z,76,772,184
2024-11-12T18:45:21.165Z,156,856,48
2024-11-12T18:45:21.196Z,140,864,-76
2024-11-12T18:45:21.210Z,104,848,-228
2024-11-12T18:45:21.226Z,-4,872,-428
2024-11-12T18:45:21.255Z,108,860,-472
2024-11-12T18:45:21.271Z,156,832,-444
2024-11-12T18:45:21.286Z,152,804,-500
2024-11-12T18:45:21.316Z,188,788,-612
2024-11-12T18:45:21.331Z,44,824,-768
2024-11-12T18:45:21.346Z,108,852,-816
2024-11-12T18:45:21.376Z,180,856,-804
2024-11-12T18:45:21.399Z,140,840,-792
2024-11-12T18:45:21.421Z,200,812,-772
2024-11-12T18:45:21.436Z,156,800,-736
2024-11-12T18:45:21.450Z,100,804,-688
2024-11-12T18:45:21.481Z,88,824,-668
2024-11-12T18:45:21.496Z,108,836,-644
2024-11-12T18:45:21.511Z,136,836,-608
2024-11-12T18:45:21.541Z,136,820,-596
2024-11-12T18:45:21.556Z,144,796,-568
2024-11-12T18:45:21.571Z,176,788,-588
2024-11-12T18:45:21.601Z,152,796,-624
2024-11-12T18:45:21.616Z,192,796,-620
2024-11-12T18:45:21.630Z,208,792,-632
2024-11-12T18:45:21.660Z,196,780,-656
2024-11-12T18:45:21.678Z,192,788,-676
2024-11-12T18:45:21.694Z,204,784,-676
2024-11-12T18:45:21.721Z,220,780,-704
2024-11-12T18:45:21.736Z,180,792,-708
2024-11-12T18:45:21.765Z,180,792,-688
2024-11-12T18:45:21.780Z,176,796,-664
2024-11-12T18:45:21.795Z,160,800,-664
2024-11-12T18:45:21.827Z,144,792,-656
2024-11-12T18:45:21.847Z,140,804,-656
2024-11-12T18:45:21.856Z,136,804,-640
2024-11-12T18:45:21.886Z,116,800,-636
2024-11-12T18:45:21.915Z,148,796,-652
2024-11-12T18:45:21.915Z,152,800,-652
2024-11-12T18:45:21.947Z,152,784,-656
2024-11-12T18:45:21.961Z,168,792,-672
2024-11-12T18:45:21.977Z,176,784,-680
2024-11-12T18:45:22.015Z,180,780,-684
2024-11-12T18:45:22.030Z,152,784,-672
2024-11-12T18:45:22.063Z,172,776,-668
2024-11-12T18:45:22.070Z,160,776,-668
2024-11-12T18:45:22.095Z,152,760,-644
2024-11-12T18:45:22.112Z,152,772,-632
2024-11-12T18:45:22.131Z,148,776,-600
2024-11-12T18:45:22.140Z,148,772,-564
