Time,X,Y,Z
2024-11-03T00:58:58.837Z,384,216,-980
2024-11-03T00:58:58.865Z,368,220,-980
2024-11-03T00:58:58.880Z,368,224,-956
2024-11-03T00:58:58.895Z,368,224,-968
2024-11-03T00:58:58.926Z,344,216,-988
2024-11-03T00:58:58.940Z,356,184,-976
2024-11-03T00:58:58.971Z,364,208,-1052
2024-11-03T00:58:58.985Z,348,140,-1028
2024-11-03T00:58:59.001Z,400,104,-1140
2024-11-03T00:58:59.031Z,572,244,-1256
2024-11-03T00:58:59.046Z,740,388,-1424
2024-11-03T00:58:59.060Z,876,392,-1548
2024-11-03T00:58:59.135Z,964,236,-1916
2024-11-03T00:58:59.146Z,1052,104,-2040
2024-11-03T00:58:59.146Z,956,160,-2040
2024-11-03T00:58:59.150Z,924,-392,-2040
2024-11-03T00:58:59.166Z,1004,-620,-1956
2024-11-03T00:58:59.181Z,1076,-424,-1172
2024-11-03T00:58:59.211Z,780,-352,-40
2024-11-03T00:58:59.225Z,112,-812,828
2024-11-03T00:58:59.255Z,-244,-432,1456
2024-11-03T00:58:59.271Z,-376,-60,1308
2024-11-03T00:58:59.286Z,-488,116,560
2024-11-03T00:58:59.316Z,-572,-8,312
2024-11-03T00:58:59.330Z,-556,144,372
2024-11-03T00:58:59.346Z,-564,332,536
2024-11-03T00:58:59.376Z,-576,400,728
2024-11-03T00:58:59.392Z,-616,548,684
2024-11-03T00:58:59.407Z,-664,540,476
2024-11-03T00:58:59.436Z,-676,648,260
2024-11-03T00:58:59.454Z,-668,772,128
2024-11-03T00:58:59.469Z,-712,816,0
2024-11-03T00:58:59.495Z,-724,700,-80
2024-11-03T00:58:59.510Z,-716,668,-88
2024-11-03T00:58:59.525Z,-632,808,-76
2024-11-03T00:58:59.556Z,-600,848,-40
2024-11-03T00:58:59.573Z,-572,760,48
2024-11-03T00:58:59.601Z,-576,748,68
2024-11-03T00:58:59.615Z,-584,724,44
2024-11-03T00:58:59.630Z,-524,712,8
2024-11-03T00:58:59.660Z,-488,764,-40
2024-11-03T00:58:59.676Z,-480,704,96
2024-11-03T00:58:59.694Z,-464,672,48
2024-11-03T00:58:59.720Z,-416,620,-52
2024-11-03T00:58:59.735Z,-432,416,76
2024-11-03T00:58:59.751Z,-328,288,248
2024-11-03T00:58:59.781Z,-260,412,-32
2024-11-03T00:58:59.795Z,-68,548,-624
2024-11-03T00:58:59.811Z,-8,400,-1160
