Time,X,Y,Z
2024-11-03T00:55:58.763Z,384,120,-1176
2024-11-03T00:55:58.793Z,428,196,-1072
2024-11-03T00:55:58.808Z,452,300,-988
2024-11-03T00:55:58.823Z,308,124,-968
2024-11-03T00:55:58.853Z,204,-48,-1040
2024-11-03T00:55:58.868Z,212,92,-1092
2024-11-03T00:55:58.883Z,248,64,-1044
2024-11-03T00:55:58.913Z,228,172,-968
2024-11-03T00:55:58.928Z,144,32,-956
2024-11-03T00:55:58.943Z,132,0,-956
2024-11-03T00:55:58.973Z,192,84,-1016
2024-11-03T00:55:58.988Z,180,120,-1024
2024-11-03T00:55:59.003Z,172,-72,-1008
2024-11-03T00:55:59.071Z,236,76,-1116
2024-11-03T00:55:59.072Z,184,68,-1196
2024-11-03T00:55:59.078Z,116,-36,-1056
2024-11-03T00:55:59.093Z,136,80,-944
2024-11-03T00:55:59.108Z,240,284,-1028
2024-11-03T00:55:59.138Z,244,296,-1160
2024-11-03T00:55:59.153Z,116,444,-1292
2024-11-03T00:55:59.168Z,-252,-184,-700
2024-11-03T00:55:59.198Z,-340,208,-1064
2024-11-03T00:55:59.213Z,-788,-504,-1496
2024-11-03T00:55:59.228Z,-1320,-1912,-2040
2024-11-03T00:55:59.259Z,-2040,-2040,-496
2024-11-03T00:55:59.274Z,-1936,-2040,-948
2024-11-03T00:55:59.289Z,-1144,-2040,-1128
2024-11-03T00:55:59.320Z,320,-2040,-124
2024-11-03T00:55:59.334Z,1724,-2040,120
2024-11-03T00:55:59.364Z,2040,-1064,264
2024-11-03T00:55:59.379Z,2040,1372,-128
2024-11-03T00:55:59.394Z,2040,1944,-1596
2024-11-03T00:55:59.424Z,1228,-664,-1296
2024-11-03T00:55:59.439Z,1272,184,-388
2024-11-03T00:55:59.454Z,1096,68,-580
2024-11-03T00:55:59.484Z,948,116,-992
2024-11-03T00:55:59.499Z,880,132,-800
2024-11-03T00:55:59.513Z,788,288,-796
2024-11-03T00:55:59.543Z,620,172,-968
2024-11-03T00:55:59.559Z,448,140,-1012
2024-11-03T00:55:59.574Z,328,64,-948
2024-11-03T00:55:59.603Z,336,84,-1040
2024-11-03T00:55:59.624Z,308,172,-1012
2024-11-03T00:55:59.634Z,280,180,-1072
2024-11-03T00:55:59.665Z,236,120,-1104
2024-11-03T00:55:59.679Z,204,8,-1156
2024-11-03T00:55:59.713Z,232,60,-1176
2024-11-03T00:55:59.724Z,240,64,-1164
2024-11-03T00:55:59.744Z,232,76,-1120
2024-11-03T00:55:59.775Z,160,20,-1076
2024-11-03T00:55:59.784Z,124,-32,-1036
2024-11-03T00:55:59.799Z,152,-12,-1060
2024-11-03T00:55:59.829Z,192,-32,-1052
2024-11-03T00:55:59.844Z,292,24,-1056
2024-11-03T00:55:59.859Z,336,-16,-1064
