Time,X,Y,Z
2024-11-03T00:58:50.227Z,364,164,-972
2024-11-03T00:58:50.240Z,344,136,-968
2024-11-03T00:58:50.255Z,332,140,-976
2024-11-03T00:58:50.286Z,340,152,-956
2024-11-03T00:58:50.301Z,324,136,-984
2024-11-03T00:58:50.316Z,336,144,-980
2024-11-03T00:58:50.346Z,336,168,-976
2024-11-03T00:58:50.361Z,352,156,-976
2024-11-03T00:58:50.391Z,332,140,-960
2024-11-03T00:58:50.406Z,324,148,-968
2024-11-03T00:58:50.424Z,320,108,-964
2024-11-03T00:58:50.451Z,316,124,-1004
2024-11-03T00:58:50.465Z,312,136,-1020
2024-11-03T00:58:50.522Z,304,84,-1072
2024-11-03T00:58:50.544Z,272,44,-1100
2024-11-03T00:58:50.544Z,344,-12,-1152
2024-11-03T00:58:50.544Z,704,-12,-1432
2024-11-03T00:58:50.570Z,1108,244,-1896
2024-11-03T00:58:50.586Z,1324,168,-2040
2024-11-03T00:58:50.603Z,1256,-380,-2040
2024-11-03T00:58:50.631Z,1320,-748,-2040
2024-11-03T00:58:50.646Z,1696,-768,-2040
2024-11-03T00:58:50.676Z,1648,-1292,-764
2024-11-03T00:58:50.691Z,824,-1228,788
2024-11-03T00:58:50.706Z,72,-672,1840
2024-11-03T00:58:50.737Z,-272,32,1652
2024-11-03T00:58:50.751Z,-280,268,472
2024-11-03T00:58:50.766Z,-356,288,-120
2024-11-03T00:58:50.796Z,-436,300,-272
2024-11-03T00:58:50.811Z,-444,308,172
2024-11-03T00:58:50.826Z,-492,280,624
2024-11-03T00:58:50.855Z,-472,380,796
2024-11-03T00:58:50.874Z,-504,488,792
2024-11-03T00:58:50.892Z,-528,644,488
2024-11-03T00:58:50.916Z,-572,748,220
2024-11-03T00:58:50.938Z,-620,776,20
2024-11-03T00:58:50.960Z,-656,808,-64
2024-11-03T00:58:50.976Z,-596,928,-56
2024-11-03T00:58:50.992Z,-632,996,24
2024-11-03T00:58:51.020Z,-688,920,24
2024-11-03T00:58:51.036Z,-712,848,-40
2024-11-03T00:58:51.050Z,-676,772,-44
2024-11-03T00:58:51.082Z,-604,916,-40
2024-11-03T00:58:51.096Z,-580,848,-16
2024-11-03T00:58:51.110Z,-536,800,132
2024-11-03T00:58:51.140Z,-488,784,204
2024-11-03T00:58:51.155Z,-428,792,216
2024-11-03T00:58:51.172Z,-468,796,264
2024-11-03T00:58:51.200Z,-540,584,240
2024-11-03T00:58:51.215Z,-536,492,212
