Time,X,Y,Z
2024-11-12T18:48:08.430Z,56,444,-920
2024-11-12T18:48:08.444Z,60,452,-928
2024-11-12T18:48:08.461Z,52,440,-900
2024-11-12T18:48:08.487Z,52,432,-920
2024-11-12T18:48:08.502Z,52,452,-920
2024-11-12T18:48:08.517Z,80,448,-948
2024-11-12T18:48:08.547Z,88,432,-960
2024-11-12T18:48:08.562Z,84,448,-976
2024-11-12T18:48:08.577Z,84,440,-952
2024-11-12T18:48:08.607Z,84,452,-956
2024-11-12T18:48:08.623Z,96,452,-964
2024-11-12T18:48:08.637Z,76,436,-936
2024-11-12T18:48:08.667Z,80,444,-928
2024-11-12T18:48:08.747Z,72,452,-944
2024-11-12T18:48:08.749Z,80,460,-936
2024-11-12T18:48:08.749Z,92,444,-952
2024-11-12T18:48:08.750Z,52,428,-932
2024-11-12T18:48:08.773Z,60,436,-964
2024-11-12T18:48:08.787Z,68,436,-940
2024-11-12T18:48:08.802Z,56,436,-952
2024-11-12T18:48:08.832Z,60,424,-976
2024-11-12T18:48:08.847Z,64,432,-980
2024-11-12T18:48:08.862Z,20,420,-932
2024-11-12T18:48:08.892Z,40,428,-956
2024-11-12T18:48:08.908Z,48,420,-948
2024-11-12T18:48:08.925Z,40,428,-940
2024-11-12T18:48:08.952Z,24,420,-932
2024-11-12T18:48:08.967Z,20,428,-920
2024-11-12T18:48:08.982Z,40,432,-912
2024-11-12T18:48:09.012Z,88,468,-844
2024-11-12T18:48:09.027Z,116,464,-524
2024-11-12T18:48:09.072Z,196,464,-164
2024-11-12T18:48:09.074Z,312,412,-276
2024-11-12T18:48:09.087Z,224,236,-244
2024-11-12T18:48:09.117Z,-16,48,-216
2024-11-12T18:48:09.132Z,64,28,-276
2024-11-12T18:48:09.147Z,400,84,-832
2024-11-12T18:48:09.178Z,184,-228,-972
2024-11-12T18:48:09.192Z,88,-352,-1340
2024-11-12T18:48:09.207Z,132,-504,-1372
2024-11-12T18:48:09.237Z,144,-476,-1916
2024-11-12T18:48:09.252Z,-8,-488,-2040
2024-11-12T18:48:09.267Z,-156,-576,-1688
2024-11-12T18:48:09.297Z,-160,-632,-1516
2024-11-12T18:48:09.312Z,-52,-456,-1088
2024-11-12T18:48:09.342Z,72,-312,-844
2024-11-12T18:48:09.357Z,48,-304,-740
2024-11-12T18:48:09.373Z,76,-328,-740
2024-11-12T18:48:09.402Z,124,-316,-860
2024-11-12T18:48:09.417Z,108,-340,-992
2024-11-12T18:48:09.433Z,196,-340,-1140
2024-11-12T18:48:09.462Z,232,-308,-1196
2024-11-12T18:48:09.477Z,180,-352,-1164
2024-11-12T18:48:09.494Z,152,-352,-1032
2024-11-12T18:48:09.524Z,140,-304,-976
2024-11-12T18:48:09.539Z,80,-324,-852
2024-11-12T18:48:09.552Z,116,-296,-900
2024-11-12T18:48:09.582Z,128,-264,-916
2024-11-12T18:48:09.597Z,136,-252,-960
2024-11-12T18:48:09.612Z,112,-320,-1028
2024-11-12T18:48:09.642Z,200,-272,-1048
2024-11-12T18:48:09.657Z,156,-296,-1052
2024-11-12T18:48:09.687Z,204,-264,-1048
2024-11-12T18:48:09.702Z,200,-252,-1000
2024-11-12T18:48:09.717Z,152,-284,-972
2024-11-12T18:48:09.748Z,164,-268,-964
2024-11-12T18:48:09.762Z,180,-248,-980
2024-11-12T18:48:09.777Z,172,-224,-952
2024-11-12T18:48:09.807Z,180,-220,-936
2024-11-12T18:48:09.822Z,180,-244,-976
2024-11-12T18:48:09.837Z,164,-260,-1036
