Time,X,Y,Z
2024-11-03T00:56:12.311Z,164,100,-924
2024-11-03T00:56:12.325Z,120,84,-888
2024-11-03T00:56:12.354Z,116,44,-956
2024-11-03T00:56:12.368Z,152,112,-1044
2024-11-03T00:56:12.384Z,160,96,-1084
2024-11-03T00:56:12.413Z,156,60,-1056
2024-11-03T00:56:12.429Z,144,64,-1004
2024-11-03T00:56:12.444Z,144,80,-992
2024-11-03T00:56:12.474Z,200,116,-1036
2024-11-03T00:56:12.495Z,208,112,-992
2024-11-03T00:56:12.504Z,224,140,-980
2024-11-03T00:56:12.534Z,176,60,-980
2024-11-03T00:56:12.549Z,172,52,-1000
2024-11-03T00:56:12.636Z,176,108,-1048
2024-11-03T00:56:12.636Z,184,112,-1084
2024-11-03T00:56:12.636Z,96,40,-1084
2024-11-03T00:56:12.639Z,-12,-96,-1020
2024-11-03T00:56:12.655Z,-108,-264,-1148
2024-11-03T00:56:12.668Z,-184,-424,-1340
2024-11-03T00:56:12.699Z,-272,-660,-1588
2024-11-03T00:56:12.714Z,-364,-772,-1696
2024-11-03T00:56:12.729Z,-400,-880,-1500
2024-11-03T00:56:12.758Z,-332,-956,-1120
2024-11-03T00:56:12.774Z,-108,-508,-1012
2024-11-03T00:56:12.788Z,64,-356,-1240
2024-11-03T00:56:12.819Z,152,-356,-1376
2024-11-03T00:56:12.834Z,248,-224,-1112
2024-11-03T00:56:12.864Z,280,-84,-812
2024-11-03T00:56:12.879Z,264,-48,-736
2024-11-03T00:56:12.894Z,292,28,-880
2024-11-03T00:56:12.924Z,220,20,-1040
2024-11-03T00:56:12.939Z,152,-228,-1040
2024-11-03T00:56:12.955Z,192,-328,-924
2024-11-03T00:56:12.984Z,208,-368,-808
2024-11-03T00:56:13.011Z,316,-416,-776
2024-11-03T00:56:13.014Z,516,-284,-760
2024-11-03T00:56:13.043Z,720,-48,-780
2024-11-03T00:56:13.058Z,760,184,-848
2024-11-03T00:56:13.073Z,696,60,-852
2024-11-03T00:56:13.103Z,652,28,-800
2024-11-03T00:56:13.118Z,780,128,-740
2024-11-03T00:56:13.133Z,828,464,-828
2024-11-03T00:56:13.163Z,748,680,-1000
2024-11-03T00:56:13.178Z,572,328,-980
2024-11-03T00:56:13.209Z,520,76,-864
2024-11-03T00:56:13.226Z,532,364,-928
2024-11-03T00:56:13.244Z,468,344,-932
2024-11-03T00:56:13.268Z,372,236,-1028
2024-11-03T00:56:13.283Z,304,156,-1016
2024-11-03T00:56:13.299Z,276,188,-1000
2024-11-03T00:56:13.333Z,288,324,-1044
2024-11-03T00:56:13.346Z,244,240,-1080
2024-11-03T00:56:13.360Z,156,128,-1080
2024-11-03T00:56:13.389Z,108,64,-1072
2024-11-03T00:56:13.404Z,128,48,-1084
2024-11-03T00:56:13.420Z,172,124,-1112
2024-11-03T00:56:13.451Z,208,80,-1096
2024-11-03T00:56:13.463Z,268,60,-1076
2024-11-03T00:56:13.493Z,328,16,-1052
2024-11-03T00:56:13.508Z,432,64,-1088
2024-11-03T00:56:13.523Z,528,132,-1116
2024-11-03T00:56:13.554Z,572,172,-1068
