Time,X,Y,Z
2024-11-03T21:24:12.518Z,112,352,-944
2024-11-03T21:24:12.534Z,136,344,-920
2024-11-03T21:24:12.549Z,136,340,-1004
2024-11-03T21:24:12.579Z,108,296,-1068
2024-11-03T21:24:12.594Z,104,300,-968
2024-11-03T21:24:12.624Z,104,308,-964
2024-11-03T21:24:12.639Z,92,304,-940
2024-11-03T21:24:12.655Z,136,336,-1028
2024-11-03T21:24:12.684Z,140,340,-1008
2024-11-03T21:24:12.699Z,68,276,-972
2024-11-03T21:24:12.714Z,48,244,-976
2024-11-03T21:24:12.744Z,92,296,-1012
2024-11-03T21:24:12.808Z,112,316,-1008
2024-11-03T21:24:12.808Z,104,312,-980
2024-11-03T21:24:12.820Z,56,240,-968
2024-11-03T21:24:12.825Z,108,268,-1028
2024-11-03T21:24:12.834Z,144,308,-1024
2024-11-03T21:24:12.864Z,68,208,-1016
2024-11-03T21:24:12.879Z,56,208,-1040
2024-11-03T21:24:12.909Z,12,188,-984
2024-11-03T21:24:12.924Z,40,252,-1004
2024-11-03T21:24:12.939Z,60,348,-1000
2024-11-03T21:24:12.968Z,12,368,-1096
2024-11-03T21:24:12.984Z,-68,396,-1168
2024-11-03T21:24:12.999Z,-244,360,-1136
2024-11-03T21:24:13.034Z,-464,248,-1264
2024-11-03T21:24:13.044Z,-812,-136,-1316
2024-11-03T21:24:13.059Z,-1132,-380,-1448
2024-11-03T21:24:13.089Z,-1256,-540,-1360
2024-11-03T21:24:13.104Z,-1636,-1320,-1184
2024-11-03T21:24:13.119Z,-1576,-1748,-948
2024-11-03T21:24:13.149Z,-468,-1332,-916
2024-11-03T21:24:13.164Z,484,-656,-748
2024-11-03T21:24:13.179Z,1360,468,-1036
2024-11-03T21:24:13.209Z,1156,436,-916
2024-11-03T21:24:13.224Z,820,-76,-860
2024-11-03T21:24:13.254Z,804,32,-1088
2024-11-03T21:24:13.269Z,836,192,-832
2024-11-03T21:24:13.284Z,856,296,-776
2024-11-03T21:24:13.314Z,612,108,-984
2024-11-03T21:24:13.329Z,404,20,-976
2024-11-03T21:24:13.344Z,268,32,-972
2024-11-03T21:24:13.374Z,228,136,-936
2024-11-03T21:24:13.389Z,252,296,-972
2024-11-03T21:24:13.404Z,24,84,-1044
2024-11-03T21:24:13.438Z,-104,32,-1072
2024-11-03T21:24:13.449Z,-80,92,-1076
2024-11-03T21:24:13.464Z,8,276,-1048
2024-11-03T21:24:13.493Z,8,284,-1060
2024-11-03T21:24:13.508Z,-28,200,-1100
2024-11-03T21:24:13.549Z,-24,196,-1080
2024-11-03T21:24:13.556Z,-48,192,-1008
2024-11-03T21:24:13.575Z,-40,164,-1060
2024-11-03T21:24:13.598Z,-104,108,-992
2024-11-03T21:24:13.613Z,-72,180,-1060
2024-11-03T21:24:13.628Z,-40,72,-1052
2024-11-03T21:24:13.658Z,-76,180,-932
2024-11-03T21:24:13.673Z,-16,204,-1124
2024-11-03T21:24:13.693Z,-104,160,-1080
2024-11-03T21:24:13.718Z,-80,152,-1072
2024-11-03T21:24:13.733Z,-108,136,-1052
2024-11-03T21:24:13.749Z,-68,192,-996
2024-11-03T21:24:13.781Z,-68,136,-1016
2024-11-03T21:24:13.796Z,0,188,-1072
2024-11-03T21:24:13.808Z,-8,212,-976
2024-11-03T21:24:13.841Z,4,212,-1004
2024-11-03T21:24:13.854Z,-24,148,-1052
2024-11-03T21:24:13.886Z,-56,132,-1016
2024-11-03T21:24:13.903Z,-76,128,-1016
2024-11-03T21:24:13.914Z,-24,176,-1052
2024-11-03T21:24:13.944Z,-32,168,-1012
2024-11-03T21:24:13.958Z,-8,184,-1064
2024-11-03T21:24:13.974Z,4,212,-1020
2024-11-03T21:24:14.005Z,-8,188,-1020
2024-11-03T21:24:14.021Z,4,204,-1056
2024-11-03T21:24:14.035Z,-20,172,-992
2024-11-03T21:24:14.063Z,12,216,-1040
2024-11-03T21:24:14.078Z,12,240,-1044
2024-11-03T21:24:14.093Z,-16,208,-996
2024-11-03T21:24:14.123Z,-20,144,-1068
2024-11-03T21:24:14.139Z,-16,180,-1028
2024-11-03T21:24:14.169Z,48,256,-1076
2024-11-03T21:24:14.184Z,88,188,-1108
