Time,X,Y,Z
2024-11-03T21:26:46.491Z,24,452,-936
2024-11-03T21:26:46.520Z,32,452,-956
2024-11-03T21:26:46.536Z,12,452,-948
2024-11-03T21:26:46.551Z,4,440,-948
2024-11-03T21:26:46.581Z,36,444,-924
2024-11-03T21:26:46.596Z,36,444,-908
2024-11-03T21:26:46.611Z,20,440,-908
2024-11-03T21:26:46.641Z,12,456,-940
2024-11-03T21:26:46.656Z,36,444,-952
2024-11-03T21:26:46.680Z,32,448,-924
2024-11-03T21:26:46.701Z,16,444,-924
2024-11-03T21:26:46.766Z,20,448,-900
2024-11-03T21:26:46.767Z,72,460,-948
2024-11-03T21:26:46.767Z,44,448,-968
2024-11-03T21:26:46.775Z,16,448,-936
2024-11-03T21:26:46.806Z,-16,468,-880
2024-11-03T21:26:46.821Z,48,492,-908
2024-11-03T21:26:46.836Z,8,508,-876
2024-11-03T21:26:46.866Z,-120,532,-872
2024-11-03T21:26:46.881Z,168,460,-916
2024-11-03T21:26:46.896Z,636,320,-804
2024-11-03T21:26:46.926Z,1116,180,-928
2024-11-03T21:26:46.941Z,1392,-188,-760
2024-11-03T21:26:46.956Z,1636,-380,-688
2024-11-03T21:26:46.986Z,1924,-496,-584
2024-11-03T21:26:47.001Z,1936,-664,-428
2024-11-03T21:26:47.030Z,1732,-600,-372
2024-11-03T21:26:47.046Z,1556,-696,-460
2024-11-03T21:26:47.061Z,1284,-860,-564
2024-11-03T21:26:47.091Z,544,-612,-1108
2024-11-03T21:26:47.106Z,-180,-436,-1116
2024-11-03T21:26:47.121Z,-264,-188,-1420
2024-11-03T21:26:47.151Z,-144,12,-1332
2024-11-03T21:26:47.166Z,-424,128,-1272
2024-11-03T21:26:47.197Z,-500,216,-1284
2024-11-03T21:26:47.211Z,-552,312,-1168
2024-11-03T21:26:47.226Z,-396,312,-1116
2024-11-03T21:26:47.241Z,-384,600,-1108
2024-11-03T21:26:47.271Z,-308,324,-944
2024-11-03T21:26:47.286Z,20,220,-548
2024-11-03T21:26:47.301Z,-32,372,-924
2024-11-03T21:26:47.331Z,112,388,-980
2024-11-03T21:26:47.346Z,136,384,-944
2024-11-03T21:26:47.376Z,172,384,-936
2024-11-03T21:26:47.391Z,244,368,-912
2024-11-03T21:26:47.409Z,316,360,-892
2024-11-03T21:26:47.436Z,356,356,-872
2024-11-03T21:26:47.451Z,360,312,-816
2024-11-03T21:26:47.466Z,400,344,-808
2024-11-03T21:26:47.496Z,476,320,-868
2024-11-03T21:26:47.511Z,544,308,-852
2024-11-03T21:26:47.526Z,608,280,-868
2024-11-03T21:26:47.555Z,632,256,-868
2024-11-03T21:26:47.574Z,644,256,-892
2024-11-03T21:26:47.586Z,624,256,-916
2024-11-03T21:26:47.618Z,616,280,-888
2024-11-03T21:26:47.630Z,540,300,-860
2024-11-03T21:26:47.660Z,560,300,-876
2024-11-03T21:26:47.676Z,556,292,-896
2024-11-03T21:26:47.691Z,512,284,-888
2024-11-03T21:26:47.720Z,504,308,-896
2024-11-03T21:26:47.736Z,500,312,-900
2024-11-03T21:26:47.754Z,512,296,-888
2024-11-03T21:26:47.781Z,504,264,-900
2024-11-03T21:26:47.795Z,496,248,-888
2024-11-03T21:26:47.811Z,440,248,-880
2024-11-03T21:26:47.841Z,360,240,-868
2024-11-03T21:26:47.858Z,316,236,-940
2024-11-03T21:26:47.871Z,272,216,-1000
2024-11-03T21:26:47.901Z,204,164,-1072
2024-11-03T21:26:47.916Z,168,228,-1056
2024-11-03T21:26:47.931Z,104,276,-1108
