Time,X,Y,Z
2024-11-12T18:48:52.017Z,-12,320,-836
2024-11-12T18:48:52.032Z,188,144,-728
2024-11-12T18:48:52.047Z,608,0,-916
2024-11-12T18:48:52.077Z,1052,-52,-1100
2024-11-12T18:48:52.101Z,1300,-32,-1124
2024-11-12T18:48:52.107Z,792,64,-968
2024-11-12T18:48:52.137Z,-32,272,-984
2024-11-12T18:48:52.152Z,-984,524,-1444
2024-11-12T18:48:52.182Z,-1524,740,-1568
2024-11-12T18:48:52.197Z,-1544,848,-1392
2024-11-12T18:48:52.213Z,-1564,772,-1168
2024-11-12T18:48:52.289Z,-1244,596,-856
2024-11-12T18:48:52.289Z,-928,380,-608
2024-11-12T18:48:52.289Z,-532,60,-424
2024-11-12T18:48:52.302Z,208,-288,-292
2024-11-12T18:48:52.317Z,1160,-444,-300
2024-11-12T18:48:52.332Z,1896,-608,-632
2024-11-12T18:48:52.362Z,2040,-604,-1028
2024-11-12T18:48:52.378Z,2040,-524,-988
2024-11-12T18:48:52.392Z,1764,-424,-904
2024-11-12T18:48:52.422Z,904,-552,-1288
2024-11-12T18:48:52.437Z,-828,24,-1764
2024-11-12T18:48:52.452Z,-1568,352,-1804
2024-11-12T18:48:52.482Z,-1604,688,-1508
2024-11-12T18:48:52.497Z,-1760,1000,-980
2024-11-12T18:48:52.526Z,-1672,868,-916
2024-11-12T18:48:52.542Z,-1484,596,-780
2024-11-12T18:48:52.557Z,-1016,384,-512
2024-11-12T18:48:52.587Z,-512,108,-300
2024-11-12T18:48:52.620Z,-132,-168,-564
2024-11-12T18:48:52.620Z,748,-592,-652
2024-11-12T18:48:52.647Z,1920,-696,-632
2024-11-12T18:48:52.662Z,2040,-696,-868
2024-11-12T18:48:52.678Z,2040,-624,-1144
2024-11-12T18:48:52.707Z,1932,-464,-1152
2024-11-12T18:48:52.722Z,1432,-296,-1036
2024-11-12T18:48:52.737Z,-128,-100,-1224
2024-11-12T18:48:52.772Z,-1820,52,-1568
2024-11-12T18:48:52.781Z,-1788,700,-1596
2024-11-12T18:48:52.812Z,-1424,924,-1120
2024-11-12T18:48:52.827Z,-1544,840,-868
2024-11-12T18:48:52.842Z,-1448,676,-800
2024-11-12T18:48:52.872Z,-1004,412,-808
2024-11-12T18:48:52.886Z,-436,60,-724
2024-11-12T18:48:52.901Z,380,-160,-604
2024-11-12T18:48:52.932Z,1280,-316,-584
2024-11-12T18:48:52.947Z,1816,-500,-792
2024-11-12T18:48:52.962Z,2000,-540,-928
2024-11-12T18:48:52.992Z,2040,-480,-880
2024-11-12T18:48:53.007Z,1788,-404,-760
2024-11-12T18:48:53.022Z,1276,-392,-596
2024-11-12T18:48:53.052Z,132,-436,-848
2024-11-12T18:48:53.067Z,-1688,300,-1904
2024-11-12T18:48:53.082Z,-2040,556,-1960
2024-11-12T18:48:53.112Z,-1668,908,-1404
2024-11-12T18:48:53.141Z,-1652,892,-1116
2024-11-12T18:48:53.157Z,-1436,752,-976
2024-11-12T18:48:53.172Z,-1124,428,-744
2024-11-12T18:48:53.187Z,-544,80,-436
2024-11-12T18:48:53.217Z,28,-376,-256
2024-11-12T18:48:53.232Z,1040,-404,-316
2024-11-12T18:48:53.247Z,1780,-480,-580
2024-11-12T18:48:53.277Z,2040,-528,-852
2024-11-12T18:48:53.292Z,2040,-428,-844
2024-11-12T18:48:53.307Z,1736,-352,-684
2024-11-12T18:48:53.337Z,884,-356,-1060
2024-11-12T18:48:53.352Z,-576,-44,-1804
2024-11-12T18:48:53.367Z,-1184,264,-1880
2024-11-12T18:48:53.397Z,-820,672,-1268
2024-11-12T18:48:53.412Z,-1164,704,-1120
2024-11-12T18:48:53.442Z,-1224,772,-1120
2024-11-12T18:48:53.457Z,-1016,612,-944
2024-11-12T18:48:53.472Z,-820,448,-752
2024-11-12T18:48:53.502Z,-484,272,-616
2024-11-12T18:48:53.517Z,-100,12,-660
2024-11-12T18:48:53.532Z,464,-36,-600
2024-11-12T18:48:53.562Z,1044,-212,-768
2024-11-12T18:48:53.578Z,1536,-372,-1004
2024-11-12T18:48:53.592Z,1680,-360,-1104
2024-11-12T18:48:53.622Z,1520,-292,-964
2024-11-12T18:48:53.637Z,1288,-192,-852
2024-11-12T18:48:53.656Z,732,-76,-924
2024-11-12T18:48:53.682Z,72,108,-1068
2024-11-12T18:48:53.697Z,-240,276,-1120
2024-11-12T18:48:53.711Z,-392,540,-1104
2024-11-12T18:48:53.742Z,-488,600,-1108
2024-11-12T18:48:53.759Z,-508,680,-1016
2024-11-12T18:48:53.787Z,-644,600,-948
2024-11-12T18:48:53.802Z,-544,592,-772
2024-11-12T18:48:53.816Z,-344,536,-672
2024-11-12T18:48:53.848Z,-152,464,-756
2024-11-12T18:48:53.865Z,60,404,-856
2024-11-12T18:48:53.880Z,204,352,-968
2024-11-12T18:48:53.906Z,216,312,-1060
2024-11-12T18:48:53.922Z,316,304,-1096
2024-11-12T18:48:53.936Z,352,288,-1100
2024-11-12T18:48:53.966Z,392,264,-1072
2024-11-12T18:48:53.984Z,332,248,-1008
2024-11-12T18:48:53.999Z,240,268,-968
2024-11-12T18:48:54.027Z,200,308,-944
2024-11-12T18:48:54.042Z,164,352,-916
2024-11-12T18:48:54.057Z,48,384,-944
2024-11-12T18:48:54.087Z,-4,424,-956
2024-11-12T18:48:54.102Z,-16,436,-944
