Timestamp,Gesture,Id,X,Y,Z,Up,Down,Left,Right,Shuffle,Circle
20241103010153777,circle,1,-0.07602339181286555,0.1083591331269349,-0.3076923076923077,0,0,0,0,0,1
20241103010153793,circle,1,-0.14385964912280702,0.030959752321981338,-0.32763532763532766,0,0,0,0,0,1
20241103010153831,circle,1,-0.13450292397660824,0.07430340557275539,-0.37321937321937326,0,0,0,0,0,1
20241103010153839,circle,1,-0.1625730994152047,0.08978328173374606,-0.3589743589743589,0,0,0,0,0,1
20241103010153857,circle,1,-0.1228070175438597,0.13931888544891646,-0.36182336182336183,0,0,0,0,0,1
20241103010153882,circle,1,-0.11111111111111116,0.17337461300309598,-0.33618233618233617,0,0,0,0,0,1
20241103010153897,circle,1,-0.09005847953216373,0.20123839009287936,-0.3418803418803419,0,0,0,0,0,1
20241103010153912,circle,1,-0.10643274853801166,0.18575851393188847,-0.3162393162393162,0,0,0,0,0,1
20241103010153942,circle,1,-0.10643274853801166,0.1609907120743035,-0.3076923076923077,0,0,0,0,0,1
20241103010153961,circle,1,-0.14152046783625727,0.14860681114551078,-0.3048433048433048,0,0,0,0,0,1
20241103010153988,circle,1,-0.1578947368421053,0.1238390092879258,-0.3105413105413105,0,0,0,0,0,1
20241103010154002,circle,1,-0.13450292397660824,0.08359133126934992,-0.28205128205128205,0,0,0,0,0,1
20241103010154018,circle,1,-0.1181286549707602,0.1609907120743035,-0.24786324786324787,0,0,0,0,0,1
20241103010154047,circle,1,-0.09473684210526312,0.14860681114551078,-0.3076923076923077,0,0,0,0,0,1
20241103010154062,circle,1,-0.08771929824561409,0.16718266253869962,-0.29059829059829057,0,0,0,0,0,1
20241103010306498,circle,10,0.0,0.14558979808714123,-0.13764510779436157,0,0,0,0,0,1
20241103010306526,circle,10,-0.030303030303030276,0.060573857598299696,-0.10779436152570476,0,0,0,0,0,1
20241103010306540,circle,10,-0.036363636363636376,0.08395324123273107,-0.16086235489220568,0,0,0,0,0,1
20241103010306555,circle,10,-0.018181818181818188,0.0712008501594048,-0.12437810945273631,0,0,0,0,0,1
20241103010306585,circle,10,0.06060606060606055,0.1817215727948991,-0.13101160862354888,0,0,0,0,0,1
20241103010306600,circle,10,0.024242424242424176,0.1434643995749203,0.04809286898839127,0,0,0,0,0,1
20241103010306615,circle,10,-0.002020202020202033,0.05207226354941552,0.021558872305140975,0,0,0,0,0,1
20241103010306645,circle,10,0.06464646464646462,0.0712008501594048,-0.154228855721393,0,0,0,0,0,1
20241103010306661,circle,10,0.06464646464646462,0.14558979808714123,-0.23051409618573793,0,0,0,0,0,1
20241103010306690,circle,10,0.04040404040404044,0.049946865037194366,-0.16086235489220568,0,0,0,0,0,1
20241103010306705,circle,10,0.1131313131313132,0.043570669500531345,-0.008291873963515717,0,0,0,0,0,1
20241103010306720,circle,10,0.24444444444444446,0.09670563230605733,0.1575456053067994,0,0,0,0,0,1
20241103010306804,circle,10,0.4181818181818182,0.16896918172157283,-0.16749585406301826,0,0,0,0,0,1
20241103010306806,circle,10,0.4484848484848485,0.08820403825717316,-0.615257048092869,0,0,0,0,0,1
20241103010306806,circle,10,0.42020202020202024,-0.043570669500531345,-0.592039800995025,0,0,0,0,0,1
20241103010306811,circle,10,0.4606060606060607,0.1540913921360254,-0.3731343283582089,0,0,0,0,0,1
20241103010306825,circle,10,0.3616161616161617,0.11370882040382568,-0.3200663349917081,0,0,0,0,0,1
20241103010306840,circle,10,0.24848484848484853,0.015940488841657885,-0.681592039800995,0,0,0,0,0,1
20241103010306872,circle,10,0.11515151515151523,0.026567481402762994,-0.8905472636815921,0,0,0,0,0,1
20241103010306886,circle,10,0.06666666666666665,0.2688629117959618,-0.5688225538971807,0,0,0,0,0,1
20241103010306901,circle,10,-0.24242424242424243,0.1434643995749203,-0.3266998341625207,0,0,0,0,0,1
20241103010306931,circle,10,-0.5575757575757576,-0.17959617428267804,-0.5621890547263682,0,0,0,0,0,1
20241103010306946,circle,10,-0.7575757575757576,-0.45164718384697133,-0.4925373134328358,0,0,0,0,0,1
20241103010306962,circle,10,-0.8020202020202021,-0.4750265674814028,-0.21724709784411278,0,0,0,0,0,1
20241103010306990,circle,10,-0.7212121212121212,-0.2263549415515409,-0.1807628524046434,0,0,0,0,0,1
20241103010307005,circle,10,-0.6505050505050505,-0.39426142401700315,-0.10116086235489219,0,0,0,0,0,1
20241103010307036,circle,10,-0.6545454545454545,-0.4261424017003188,0.11111111111111116,0,0,0,0,0,1
20241103010307051,circle,10,-0.5111111111111111,-0.6089266737513284,0.7446102819237148,0,0,0,0,0,1
20241103010307066,circle,10,-0.44040404040404035,-0.7407013815090329,1.0,0,0,0,0,0,1
20241103010307096,circle,10,-0.25656565656565655,-0.7853347502656748,0.8441127694859039,0,0,0,0,0,1
20241103010307112,circle,10,0.21212121212121215,-1.0,0.648424543946932,0,0,0,0,0,1
20241103010307126,circle,10,0.8363636363636364,-0.40488841657810837,0.2371475953565505,0,0,0,0,0,1
20241103010307156,circle,10,0.9535353535353535,0.1817215727948991,-0.08457711442786064,0,0,0,0,0,1
20241103010307171,circle,10,0.5818181818181818,-0.4261424017003188,-0.1840796019900498,0,0,0,0,0,1
20241103010307191,circle,10,0.8444444444444446,-0.7555791710945803,-0.4361525704809287,0,0,0,0,0,1
20241103010307216,circle,10,1.0,0.04782146652497343,-0.572139303482587,0,0,0,0,0,1
20241103010307231,circle,10,1.0,0.12221041445270986,-0.9303482587064676,0,0,0,0,0,1
20241103010307247,circle,10,1.0,1.0,-0.7379767827529022,0,0,0,0,0,1
20241103010307276,circle,10,1.0,0.6365568544102018,-1.0,0,0,0,0,0,1
20241103010307291,circle,10,0.37171717171717167,0.007438894792773709,-0.5986733001658375,0,0,0,0,0,1
20241103010307321,circle,10,-0.4101010101010101,-0.28161530286928804,0.3764510779436152,0,0,0,0,0,1
20241103010307336,circle,10,-0.7838383838383838,-0.538788522848034,-0.8839137645107794,0,0,0,0,0,1
20241103010307351,circle,10,-1.0,-0.48777895855472897,-0.24378109452736318,0,0,0,0,0,1
20241103010307381,circle,10,-0.9131313131313131,-0.3475026567481403,0.09784411276948601,0,0,0,0,0,1
20241103010307396,circle,10,-0.696969696969697,-0.06482465462274178,0.04809286898839127,0,0,0,0,0,1
20241103010307415,circle,10,-0.5454545454545454,-0.04994686503719448,-0.011608623548922004,0,0,0,0,0,1
20241103010307441,circle,10,-0.2141414141414142,0.07332624867162596,0.014925373134328401,0,0,0,0,0,1
20241103010307456,circle,10,0.06060606060606055,0.3007438894792773,0.021558872305140975,0,0,0,0,0,1
20241103010307471,circle,10,0.202020202020202,0.31987247608926683,-0.04477611940298509,0,0,0,0,0,1
20241103010307501,circle,10,0.19797979797979792,0.3390010626992561,-0.31343283582089554,0,0,0,0,0,1
20241103010307519,circle,10,0.08686868686868676,0.12433581296493101,-0.31343283582089554,0,0,0,0,0,1
20241103010307533,circle,10,0.024242424242424176,0.10095642933049942,-0.3233830845771144,0,0,0,0,0,1
20241103010307561,circle,10,-0.02626262626262621,0.0945802337938364,-0.1840796019900498,0,0,0,0,0,1
20241103010307577,circle,10,-0.12121212121212122,0.054197662061636454,-0.11442786069651745,0,0,0,0,0,1
20241103010307607,circle,10,-0.09292929292929297,0.015940488841657885,-0.12106135986733002,0,0,0,0,0,1
20241103010307621,circle,10,-0.11919191919191918,0.060573857598299696,-0.1807628524046434,0,0,0,0,0,1
20241103010307636,circle,10,-0.12727272727272732,0.011689691817215797,-0.14096185737976785,0,0,0,0,0,1
20241103010307666,circle,10,-0.0828282828282828,0.08395324123273107,-0.16749585406301826,0,0,0,0,0,1
20241103010307682,circle,10,-0.05252525252525253,0.10095642933049942,-0.14096185737976785,0,0,0,0,0,1
20241103010307704,circle,10,-0.018181818181818188,0.11158342189160475,-0.14096185737976785,0,0,0,0,0,1
20241103010307726,circle,10,-0.02626262626262621,0.10733262486716266,-0.13432835820895528,0,0,0,0,0,1
20241103010307741,circle,10,-0.02626262626262621,0.049946865037194366,-0.1509121061359867,0,0,0,0,0,1
20241103010307756,circle,10,0.05252525252525242,0.0712008501594048,-0.16086235489220568,0,0,0,0,0,1
20241103212937697,circle,11,0.20053120849933603,0.6870748299319729,-0.09197651663405093,0,0,0,0,0,1
20241103212937713,circle,11,0.2403718459495352,0.8231292517006803,-0.10763209393346385,0,0,0,0,0,1
20241103212937728,circle,11,0.17662682602921653,0.9319727891156462,-0.21330724070450102,0,0,0,0,0,1
20241103212937758,circle,11,0.08100929614873831,1.0,-0.2367906066536204,0,0,0,0,0,1
20241103212937773,circle,11,0.21381142098273576,0.7551020408163265,-0.15851272015655582,0,0,0,0,0,1
20241103212937788,circle,11,0.2749003984063745,0.6326530612244898,-0.09197651663405093,0,0,0,0,0,1
20241103212937818,circle,11,0.26162018592297476,0.727891156462585,-0.16634050880626228,0,0,0,0,0,1
20241103212937833,circle,11,0.14741035856573714,0.8367346938775511,-0.2250489236790607,0,0,0,0,0,1
20241103212937848,circle,11,0.1500664010624171,0.6870748299319729,-0.17416829745596873,0,0,0,0,0,1
20241103212937878,circle,11,0.2749003984063745,0.5918367346938775,-0.23287671232876717,0,0,0,0,0,1
20241103212937893,circle,11,0.29083665338645415,0.48299319727891166,-0.14677103718199613,0,0,0,0,0,1
20241103212937931,circle,11,0.19521912350597614,0.6462585034013606,-0.17808219178082196,0,0,0,0,0,1
20241103212937938,circle,11,0.16069057104913687,0.5238095238095237,-0.20156555772994134,0,0,0,0,0,1
20241103212938088,circle,11,0.23771580345285526,0.37414965986394555,-0.13894324853228968,0,0,0,0,0,1
20241103212938089,circle,11,0.30411686586985387,0.4013605442176871,-0.09197651663405093,0,0,0,0,0,1
20241103212938089,circle,11,0.3891102257636123,0.37414965986394555,-0.07240704500978479,0,0,0,0,0,1
20241103212938089,circle,11,0.4130146082337318,0.2925170068027212,-0.052837573385518644,0,0,0,0,0,1
20241103212938090,circle,11,0.6308100929614875,0.11564625850340127,-0.13894324853228968,0,0,0,0,0,1
20241103212938090,circle,11,0.8592297476759627,0.04761904761904767,-0.18982387475538165,0,0,0,0,0,1
20241103212938090,circle,11,0.8326693227091633,-0.12925170068027214,-0.2915851272015656,0,0,0,0,0,1
20241103212938104,circle,11,0.49269588313413015,0.12925170068027203,-0.7690802348336595,0,0,0,0,0,1
20241103212938121,circle,11,0.2456839309428951,0.0748299319727892,-0.9765166340508806,0,0,0,0,0,1
20241103212938134,circle,11,0.10225763612217786,0.11564625850340127,-0.949119373776908,0,0,0,0,0,1
20241103212938163,circle,11,-0.08366533864541836,-0.04761904761904767,-0.9060665362035225,0,0,0,0,0,1
20241103212938178,circle,11,-0.39707835325365204,0.006802721088435382,-0.9021526418786693,0,0,0,0,0,1
20241103212938208,circle,11,-0.7689243027888446,-0.08843537414965985,-0.9295499021526419,0,0,0,0,0,1
20241103212938223,circle,11,-1.0,-0.04761904761904767,-0.9295499021526419,0,0,0,0,0,1
20241103212938238,circle,11,-0.9123505976095617,-0.4013605442176871,-0.7377690802348337,0,0,0,0,0,1
20241103212938268,circle,11,-0.7556440903054449,-0.4965986394557823,-0.13111545988258322,0,0,0,0,0,1
20241103212938283,circle,11,-0.649402390438247,-0.2517006802721088,-0.013698630136986356,0,0,0,0,0,1
20241103212938297,circle,11,-0.649402390438247,-0.3877551020408163,0.11154598825831696,0,0,0,0,0,1
20241103212938328,circle,11,-0.5405046480743692,-0.4693877551020408,0.2954990215264188,0,0,0,0,0,1
20241103212938343,circle,11,-0.48738379814077026,-0.9591836734693877,0.7103718199608611,0,0,0,0,0,1
20241103212938358,circle,11,-0.31474103585657376,-1.0,0.8904109589041096,0,0,0,0,0,1
20241103212938388,circle,11,0.05976095617529875,-0.9183673469387755,0.9021526418786692,0,0,0,0,0,1
20241103212938403,circle,11,0.20584329349269592,0.9863945578231292,1.0,0,0,0,0,0,1
20241103212938420,circle,11,0.5644090305444887,-0.7142857142857143,0.9295499021526419,0,0,0,0,0,1
20241103212938454,circle,11,0.4342629482071714,-0.6462585034013606,0.9608610567514677,0,0,0,0,0,1
20241103212938463,circle,11,0.4581673306772909,-0.6870748299319728,0.7964774951076321,0,0,0,0,0,1
20241103212938478,circle,11,0.5830013280212483,-0.7959183673469388,0.6986301369863013,0,0,0,0,0,1
20241103212938508,circle,11,0.7742363877822045,-0.9727891156462585,0.5538160469667319,0,0,0,0,0,1
20241103212938523,circle,11,0.8698539176626825,-0.7551020408163265,0.3776908023483365,0,0,0,0,0,1
20241103212938553,circle,11,0.8140770252324037,-0.7959183673469388,0.16242661448140905,0,0,0,0,0,1
20241103212938568,circle,11,0.8884462151394423,-0.6598639455782314,-0.13894324853228968,0,0,0,0,0,1
20241103212938583,circle,11,0.9787516600265604,-0.4285714285714286,-0.4442270058708415,0,0,0,0,0,1
20241103212938613,circle,11,1.0,-0.2789115646258503,-0.5499021526418787,0,0,0,0,0,1
20241103212938628,circle,11,0.901726427622842,0.006802721088435382,-0.7534246575342466,0,0,0,0,0,1
20241103212938643,circle,11,0.7131474103585658,0.0748299319727892,-0.9452054794520548,0,0,0,0,0,1
20241103212938673,circle,11,0.5405046480743692,0.11564625850340127,-1.0,0,0,0,0,0,1
20241103212938688,circle,11,0.4289508632138115,0.22448979591836737,-0.8864970645792564,0,0,0,0,0,1
20241103212938703,circle,11,0.24833997343957503,0.2925170068027212,-0.863013698630137,0,0,0,0,0,1
20241103212938733,circle,11,0.09428950863213803,0.3877551020408163,-0.7338551859099804,0,0,0,0,0,1
20241103212938748,circle,11,-0.08632138114209831,0.6326530612244898,-0.6908023483365949,0,0,0,0,0,1
20241103212938763,circle,11,-0.1633466135458167,0.6734693877551021,-0.5538160469667319,0,0,0,0,0,1
20241103212938793,circle,11,-0.20849933598937587,0.7142857142857142,-0.37769080234833663,0,0,0,0,0,1
20241103212938808,circle,11,-0.15537848605577687,0.7414965986394557,-0.3620352250489237,0,0,0,0,0,1
20241103212938838,circle,11,-0.15006640106241698,0.727891156462585,-0.2093933463796478,0,0,0,0,0,1
20241103212938853,circle,11,-0.09428950863213814,0.7414965986394557,-0.22113502935420748,0,0,0,0,0,1
20241103212938870,circle,11,-0.014608233731739695,0.6054421768707483,-0.19373776908023488,0,0,0,0,0,1
20241103212938898,circle,11,0.05179282868525892,0.5374149659863945,-0.13894324853228968,0,0,0,0,0,1
20241103212938913,circle,11,0.1447543160690572,0.44217687074829937,-0.14677103718199613,0,0,0,0,0,1
20241103212938929,circle,11,0.20053120849933603,0.4693877551020409,-0.0606653620352251,0,0,0,0,0,1
20241103212938970,circle,11,0.24302788844621515,0.3877551020408163,-0.13502935420743645,0,0,0,0,0,1
20241103212938974,circle,11,0.22974767596281542,0.3605442176870748,-0.16242661448140905,0,0,0,0,0,1
20241103212938987,circle,11,0.22443559096945553,0.41496598639455784,-0.18590998043052842,0,0,0,0,0,1
20241103212939017,circle,11,0.2536520584329349,0.4013605442176871,-0.20547945205479456,0,0,0,0,0,1
20241103212939041,circle,11,0.2350597609561753,0.3605442176870748,-0.16634050880626228,0,0,0,0,0,1
20241103212939047,circle,11,0.23240371845949537,0.4013605442176871,-0.2367906066536204,0,0,0,0,0,1
20241103212939080,circle,11,0.25630810092961487,0.3877551020408163,-0.2367906066536204,0,0,0,0,0,1
20241103212939092,circle,11,0.26693227091633465,0.37414965986394555,-0.2093933463796478,0,0,0,0,0,1
20241103212939123,circle,11,0.24302788844621515,0.4013605442176871,-0.1976516634050881,0,0,0,0,0,1
20241103212939137,circle,11,0.23771580345285526,0.41496598639455784,-0.20156555772994134,0,0,0,0,0,1
20241103212939153,circle,11,0.2456839309428951,0.41496598639455784,-0.20156555772994134,0,0,0,0,0,1
20241103212939183,circle,11,0.21912350597609564,0.41496598639455784,-0.19373776908023488,0,0,0,0,0,1
20241103212939198,circle,11,0.2111553784860558,0.4013605442176871,-0.22113502935420748,0,0,0,0,0,1
20241103212939212,circle,11,0.2164674634794157,0.4013605442176871,-0.21722113502935425,0,0,0,0,0,1
20241103212939243,circle,11,0.2164674634794157,0.41496598639455784,-0.20547945205479456,0,0,0,0,0,1
20241103212939258,circle,11,0.2164674634794157,0.44217687074829937,-0.2093933463796478,0,0,0,0,0,1
20241103212939273,circle,11,0.1872509960159363,0.48299319727891166,-0.1976516634050881,0,0,0,0,0,1
20241103212939303,circle,11,0.18990703851261626,0.48299319727891166,-0.21330724070450102,0,0,0,0,0,1
20241103212939320,circle,11,0.17928286852589648,0.5374149659863945,-0.1702544031311155,0,0,0,0,0,1
20241103212943428,circle,12,0.01049868766404205,0.9248120300751879,-0.050000000000000044,0,0,0,0,0,1
20241103212943443,circle,12,0.002624671916010568,0.9398496240601504,-0.0461538461538461,0,0,0,0,0,1
20241103212943473,circle,12,0.002624671916010568,0.9248120300751879,-0.050000000000000044,0,0,0,0,0,1
20241103212943488,circle,12,0.007874015748031482,0.9398496240601504,-0.0346153846153846,0,0,0,0,0,1
20241103212943503,circle,12,0.01049868766404205,0.9248120300751879,-0.038461538461538436,0,0,0,0,0,1
20241103212943533,circle,12,0.015748031496062964,0.9248120300751879,-0.04230769230769227,0,0,0,0,0,1
20241103212943547,circle,12,0.002624671916010568,0.9248120300751879,-0.038461538461538436,0,0,0,0,0,1
20241103212943562,circle,12,0.01049868766404205,0.9398496240601504,-0.0346153846153846,0,0,0,0,0,1
20241103212943593,circle,12,0.013123359580052396,0.8796992481203008,-0.06153846153846154,0,0,0,0,0,1
20241103212943608,circle,12,0.013123359580052396,0.894736842105263,-0.08076923076923082,0,0,0,0,0,1
20241103212943623,circle,12,0.007874015748031482,0.894736842105263,-0.05769230769230771,0,0,0,0,0,1
20241103212943653,circle,12,-0.005249343832021025,0.9398496240601504,-0.01538461538461533,0,0,0,0,0,1
20241103212943719,circle,12,-0.005249343832021025,0.9097744360902256,-0.0038461538461538325,0,0,0,0,0,1
20241103212943742,circle,12,0.013123359580052396,0.9097744360902256,-0.0038461538461538325,0,0,0,0,0,1
20241103212943743,circle,12,0.013123359580052396,0.894736842105263,0.08846153846153837,0,0,0,0,0,1
20241103212943743,circle,12,0.04724409448818889,0.9097744360902256,0.04230769230769238,0,0,0,0,0,1
20241103212943743,circle,12,0.11548556430446189,0.849624060150376,0.03076923076923066,0,0,0,0,0,1
20241103212943773,circle,12,0.230971128608924,0.894736842105263,0.10000000000000009,0,0,0,0,0,1
20241103212943788,circle,12,0.46456692913385833,0.7293233082706767,0.07692307692307687,0,0,0,0,0,1
20241103212943818,circle,12,0.727034120734908,0.4285714285714286,0.0038461538461538325,0,0,0,0,0,1
20241103212943833,circle,12,0.6929133858267718,0.6541353383458646,-0.3653846153846154,0,0,0,0,0,1
20241103212943848,circle,12,0.4934383202099737,0.1729323308270676,-0.5,0,0,0,0,0,1
20241103212943877,circle,12,0.3490813648293962,0.30827067669172936,-0.6384615384615384,0,0,0,0,0,1
20241103212943893,circle,12,0.17322834645669283,0.18796992481203012,-0.6730769230769231,0,0,0,0,0,1
20241103212943908,circle,12,-0.07874015748031493,0.1278195488721805,-0.8730769230769231,0,0,0,0,0,1
20241103212943938,circle,12,-0.44881889763779526,-0.052631578947368474,-1.0,0,0,0,0,0,1
20241103212943953,circle,12,-0.8136482939632546,0.03759398496240607,-0.9923076923076923,0,0,0,0,0,1
20241103212943974,circle,12,-1.0,0.022556390977443552,-0.8269230769230769,0,0,0,0,0,1
20241103212943998,circle,12,-0.863517060367454,-0.06766917293233088,-0.6961538461538461,0,0,0,0,0,1
20241103212944013,circle,12,-0.7769028871391076,-0.1127819548872181,-0.4807692307692307,0,0,0,0,0,1
20241103212944028,circle,12,-0.7821522309711286,-0.4736842105263158,0.05769230769230771,0,0,0,0,0,1
20241103212944058,circle,12,-0.868766404199475,-0.17293233082706772,0.2615384615384615,0,0,0,0,0,1
20241103212944073,circle,12,-0.8713910761154855,-0.17293233082706772,0.21153846153846145,0,0,0,0,0,1
20241103212944103,circle,12,-0.7244094488188977,-0.33834586466165417,0.4307692307692308,0,0,0,0,0,1
20241103212944119,circle,12,-0.5249343832020997,-0.5939849624060151,0.7192307692307693,0,0,0,0,0,1
20241103212944133,circle,12,-0.32020997375328086,-0.6390977443609023,0.8730769230769231,0,0,0,0,0,1
20241103212944163,circle,12,-0.15223097112860895,-0.5939849624060151,0.95,0,0,0,0,0,1
20241103212944178,circle,12,0.026246719160105014,-0.5939849624060151,0.9846153846153847,0,0,0,0,0,1
20241103212944193,circle,12,0.162729658792651,-0.5338345864661654,0.95,0,0,0,0,0,1
20241103212944222,circle,12,0.28083989501312345,-0.518796992481203,1.0,0,0,0,0,0,1
20241103212944238,circle,12,0.43044619422572183,-0.5037593984962406,0.9576923076923076,0,0,0,0,0,1
20241103212944253,circle,12,0.5511811023622046,-0.6090225563909775,0.8153846153846154,0,0,0,0,0,1
20241103212944283,circle,12,0.6955380577427821,-0.8796992481203008,0.6807692307692308,0,0,0,0,0,1
20241103212944298,circle,12,0.8740157480314961,-1.0,0.5423076923076924,0,0,0,0,0,1
20241103212944313,circle,12,0.989501312335958,-0.9398496240601504,0.21923076923076934,0,0,0,0,0,1
20241103212944343,circle,12,1.0,-0.7443609022556391,-0.11538461538461542,0,0,0,0,0,1
20241103212944357,circle,12,0.9632545931758529,-0.3834586466165414,-0.42692307692307696,0,0,0,0,0,1
20241103212944373,circle,12,0.7769028871391077,-0.18796992481203012,-0.6807692307692308,0,0,0,0,0,1
20241103212944403,circle,12,0.6509186351706038,-0.06766917293233088,-0.9192307692307692,0,0,0,0,0,1
